quorumCheckOnRead,ongaroLeaseEnabled,leaseGuardEnabled,deferCommitEnabled,inheritLeaseEnabled,write_ratio,reads,writes,opsPerSec_read,opsPerSec_write,p50latencyNanos_read,p50latencyNanos_write,total_ops_per_sec,combined_p50_ms
False,False,True,True,True,0.0,375000,0,24999.2,0.0,95837.66666666667,0.0,24999.2,0.09583766666666665
False,False,True,True,True,0.0,450000,0,29999.533333333336,0.0,96084.0,0.0,29999.533333333336,0.096084
False,False,True,True,True,0.0,525000,0,34999.4,0.0,108865.33333333333,0.0,34999.4,0.10886533333333333
False,False,True,True,True,0.0,600000,0,39999.0,0.0,114425.66666666667,0.0,39999.0,0.11442566666666668
False,False,True,True,True,0.0,675000,0,44999.299999999996,0.0,120282.66666666667,0.0,44999.299999999996,0.12028266666666668
False,False,True,True,True,0.0,750000,0,49998.700000000004,0.0,123989.0,0.0,49998.700000000004,0.123989
False,False,True,True,True,0.0,825000,0,55001.13333333333,0.0,122497.66666666667,0.0,55001.13333333333,0.12249766666666667
False,False,True,True,True,0.0,900000,0,60000.833333333336,0.0,124891.33333333333,0.0,60000.833333333336,0.12489133333333333
False,False,True,True,True,0.0,975000,0,65000.4,0.0,121880.66666666667,0.0,65000.4,0.12188066666666666
False,False,True,True,True,0.0,1050000,0,70001.46666666667,0.0,127220.33333333333,0.0,70001.46666666667,0.12722033333333332
False,False,True,True,True,0.0,1125000,0,74999.46666666667,0.0,132019.66666666666,0.0,74999.46666666667,0.13201966666666665
False,False,True,True,True,0.0,1200000,0,79997.53333333333,0.0,138846.33333333334,0.0,79997.53333333333,0.13884633333333335
False,True,False,False,False,0.0,75000,0,4438.29,0.0,65022.0,0.0,4438.29,0.065022
False,True,False,False,False,0.0,150000,0,9426.206666666667,0.0,62867.0,0.0,9426.206666666667,0.062867
False,True,False,False,False,0.0,225000,0,10214.553333333333,0.0,71850.66666666667,0.0,10214.553333333333,0.07185066666666667
False,True,False,False,False,0.0,300000,0,12917.46,0.0,82168.66666666667,0.0,12917.46,0.08216866666666667
False,True,False,False,False,0.0,375000,0,18317.03,0.0,83753.0,0.0,18317.03,0.083753
False,True,False,False,False,0.0,450000,0,25277.266666666666,0.0,109073.0,0.0,25277.266666666666,0.109073
False,True,False,False,False,0.0,525000,0,26962.666666666668,0.0,110902.0,0.0,26962.666666666668,0.110902
False,True,False,False,False,0.0,600000,0,39998.73333333334,0.0,110051.66666666667,0.0,39998.73333333334,0.11005166666666667
False,True,False,False,False,0.0,675000,0,38154.433333333334,0.0,121845.66666666667,0.0,38154.433333333334,0.12184566666666667
False,True,False,False,False,0.0,750000,0,48554.93333333333,0.0,126156.66666666667,0.0,48554.93333333333,0.12615666666666667
False,True,False,False,False,0.0,825000,0,34903.65333333333,0.0,114025.33333333333,0.0,34903.65333333333,0.11402533333333333
False,True,False,False,False,0.0,900000,0,41045.4,0.0,132973.66666666666,0.0,41045.4,0.13297366666666666
False,True,False,False,False,0.0,975000,0,50028.799999999996,0.0,138502.0,0.0,50028.799999999996,0.138502
False,True,False,False,False,0.0,1050000,0,51501.86666666667,0.0,140249.33333333334,0.0,51501.86666666667,0.14024933333333334
False,True,False,False,False,0.0,1125000,0,63284.46666666667,0.0,140737.66666666666,0.0,63284.46666666667,0.14073766666666665
False,True,False,False,False,0.0,1200000,0,68860.59999999999,0.0,147697.66666666666,0.0,68860.59999999999,0.14769766666666664
True,False,False,False,False,0.0,75000,0,4858.176666666666,0.0,113520.33333333333,0.0,4858.176666666666,0.11352033333333335
True,False,False,False,False,0.0,150000,0,9999.423333333334,0.0,120134.66666666667,0.0,9999.423333333334,0.12013466666666667
True,False,False,False,False,0.0,225000,0,14999.466666666667,0.0,141419.0,0.0,14999.466666666667,0.141419
True,False,False,False,False,0.0,300000,0,19998.3,0.0,180821.33333333334,0.0,19998.3,0.18082133333333333
True,False,False,False,False,0.0,375000,0,24997.899999999998,0.0,201402.0,0.0,24997.899999999998,0.201402
True,False,False,False,False,0.0,450000,0,25765.966666666664,0.0,120135559.33333333,0.0,25765.966666666664,120.13555933333332
True,False,False,False,False,0.0,525000,0,34122.6,0.0,347643066.3333333,0.0,34122.6,347.6430663333333
True,False,False,False,False,0.0,600000,0,33656.03333333333,0.0,1016080652.0,0.0,33656.03333333333,1016.080652
True,False,False,False,False,0.0,675000,0,40990.93333333333,0.0,788143631.0,0.0,40990.93333333333,788.143631
True,False,False,False,False,0.0,750000,0,44711.700000000004,0.0,754335543.3333334,0.0,44711.700000000004,754.3355433333334
True,False,False,False,False,0.0,825000,0,33160.4,0.0,2935603991.6666665,0.0,33160.4,2935.6039916666664
True,False,False,False,False,0.0,900000,0,42003.36666666667,0.0,1095273975.0,0.0,42003.36666666667,1095.273975
True,False,False,False,False,0.0,975000,0,45711.26666666666,0.0,1152660783.6666667,0.0,45711.26666666666,1152.6607836666667
True,False,False,False,False,0.0,1050000,0,58113.0,0.0,1279780726.0,0.0,58113.0,1279.780726
True,False,False,False,False,0.0,1125000,0,42741.13333333333,0.0,2312165091.3333335,0.0,42741.13333333333,2312.1650913333333
True,False,False,False,False,0.0,1200000,0,39322.676666666666,0.0,1470752933.6666667,0.0,39322.676666666666,1470.7529336666666
