operationType,recordedAtNanos,latencyNanos,quorumCheckOnRead,leaseEnabled,deferCommitEnabled,inheritLeaseEnabled
read,1738554453838929224,531649,False,False,False,False
read,1738554453839461089,1142928,False,False,False,False
read,1738554453840604257,1001849,False,False,False,False
read,1738554453841606332,489753,False,False,False,False
read,1738554453842096325,644902,False,False,False,False
read,1738554453842741459,1234192,False,False,False,False
read,1738554453843975774,1078382,False,False,False,False
read,1738554453845054328,805621,False,False,False,False
read,1738554453845860283,569833,False,False,False,False
read,1738554453846430465,548747,False,False,False,False
read,1738554453846979336,859431,False,False,False,False
read,1738554453847838951,1045772,False,False,False,False
read,1738554453848885076,935529,False,False,False,False
read,1738554453849820850,532430,False,False,False,False
read,1738554453850353402,533419,False,False,False,False
read,1738554453850886954,653745,False,False,False,False
read,1738554453851540859,1030161,False,False,False,False
read,1738554453852571237,1092166,False,False,False,False
read,1738554453853663549,648226,False,False,False,False
read,1738554453854311913,1867375,False,False,False,False
read,1738554453856179680,594650,False,False,False,False
read,1738554453856774476,508263,False,False,False,False
read,1738554453857282900,846526,False,False,False,False
read,1738554453858129687,731979,False,False,False,False
read,1738554453858861892,903158,False,False,False,False
read,1738554453859765272,588978,False,False,False,False
read,1738554453860354382,957689,False,False,False,False
read,1738554453861312226,1065929,False,False,False,False
read,1738554453862378384,578532,False,False,False,False
read,1738554453862957135,675882,False,False,False,False
read,1738554453863633172,1068974,False,False,False,False
read,1738554453864702286,1697511,False,False,False,False
read,1738554453866399997,698367,False,False,False,False
read,1738554453867098588,524681,False,False,False,False
read,1738554453867623790,539166,False,False,False,False
read,1738554453868163136,1477113,False,False,False,False
read,1738554453869640428,1043207,False,False,False,False
read,1738554453870683866,487685,False,False,False,False
read,1738554453871171703,516412,False,False,False,False
read,1738554453871688279,494754,False,False,False,False
read,1738554453872183198,817281,False,False,False,False
read,1738554453873000702,943897,False,False,False,False
read,1738554453873944836,1036836,False,False,False,False
read,1738554453874981811,571764,False,False,False,False
read,1738554453875553723,410669,False,False,False,False
read,1738554453875964585,627903,False,False,False,False
read,1738554453876592655,1372108,False,False,False,False
read,1738554453877964919,814054,False,False,False,False
read,1738554453878779124,2003877,False,False,False,False
read,1738554453880783214,978605,False,False,False,False
read,1738554453881761957,2009510,False,False,False,False
read,1738554453883771622,496945,False,False,False,False
read,1738554453884268693,1153971,False,False,False,False
read,1738554453885422868,842542,False,False,False,False
read,1738554453886265669,771265,False,False,False,False
read,1738554453887037139,754298,False,False,False,False
read,1738554453887791639,797907,False,False,False,False
read,1738554453888589809,744115,False,False,False,False
read,1738554453889334191,2509173,False,False,False,False
read,1738554453891843620,1972909,False,False,False,False
read,1738554453893816771,1427774,False,False,False,False
read,1738554453895244829,910066,False,False,False,False
read,1738554453896155018,469812,False,False,False,False
read,1738554453896625009,904289,False,False,False,False
read,1738554453897529429,637423,False,False,False,False
read,1738554453898167133,535072,False,False,False,False
read,1738554453898702492,1587515,False,False,False,False
read,1738554453900290231,2354574,False,False,False,False
read,1738554453902645041,1870267,False,False,False,False
read,1738554453904515524,648282,False,False,False,False
read,1738554453905163946,426511,False,False,False,False
read,1738554453905590576,569459,False,False,False,False
read,1738554453906160159,393183,False,False,False,False
read,1738554453906553471,800767,False,False,False,False
read,1738554453907354452,857444,False,False,False,False
read,1738554453908212116,863815,False,False,False,False
read,1738554453909076207,508415,False,False,False,False
read,1738554453909584839,991581,False,False,False,False
read,1738554453910576720,2355279,False,False,False,False
read,1738554453912932222,1358913,False,False,False,False
read,1738554453914291339,1263007,False,False,False,False
read,1738554453915554599,1162388,False,False,False,False
read,1738554453916717181,1055959,False,False,False,False
read,1738554453917773325,737755,False,False,False,False
read,1738554453918511217,1235704,False,False,False,False
read,1738554453919747141,578762,False,False,False,False
read,1738554453920326185,815026664,False,False,False,False
read,1738554454735364630,444456,False,False,False,False
read,1738554454735809424,412913,False,False,False,False
read,1738554454736222621,382791,False,False,False,False
read,1738554454736605706,598577,False,False,False,False
read,1738554454737204482,697248,False,False,False,False
read,1738554454737901896,935920,False,False,False,False
read,1738554454738838005,577885,False,False,False,False
read,1738554454739416130,769932,False,False,False,False
read,1738554454740186301,567599,False,False,False,False
read,1738554454740754029,595424,False,False,False,False
read,1738554454741349754,1228591,False,False,False,False
read,1738554454742578599,1233932,False,False,False,False
read,1738554454743812735,597006,False,False,False,False
read,1738554454744409888,743740,False,False,False,False
read,1738554454745153876,623367,False,False,False,False
read,1738554454745777410,769449,False,False,False,False
read,1738554454746547079,749567,False,False,False,False
read,1738554454747296774,735683,False,False,False,False
read,1738554454748032937,303080,False,False,False,False
read,1738554454748336163,728294,False,False,False,False
read,1738554454749064608,309572,False,False,False,False
read,1738554454749374319,1469566,False,False,False,False
read,1738554454750844131,870343,False,False,False,False
read,1738554454751714677,678824,False,False,False,False
read,1738554454752393635,639006,False,False,False,False
read,1738554454753032774,737893,False,False,False,False
read,1738554454753770934,852549,False,False,False,False
read,1738554454754623763,780285,False,False,False,False
read,1738554454755404404,699904,False,False,False,False
read,1738554454756104460,488558,False,False,False,False
read,1738554454756593242,1304726,False,False,False,False
read,1738554454757898111,1081058,False,False,False,False
read,1738554454758979353,653682,False,False,False,False
read,1738554454759633181,946336,False,False,False,False
read,1738554454760579944,773248,False,False,False,False
read,1738554454761353390,806536,False,False,False,False
read,1738554454762160063,713907,False,False,False,False
read,1738554454762874105,670167,False,False,False,False
read,1738554454763544376,747916,False,False,False,False
read,1738554454764292718,371928,False,False,False,False
read,1738554454764664753,899296,False,False,False,False
read,1738554454765564184,890886,False,False,False,False
read,1738554454766455314,1051289,False,False,False,False
read,1738554454767506737,696657,False,False,False,False
read,1738554454768203492,517638,False,False,False,False
read,1738554454768721394,648322,False,False,False,False
read,1738554454769369981,627817,False,False,False,False
read,1738554454769997947,904161,False,False,False,False
read,1738554454770902323,971977,False,False,False,False
read,1738554454771874482,436745,False,False,False,False
read,1738554454772311349,774521,False,False,False,False
read,1738554454773085988,549695,False,False,False,False
read,1738554454773635909,1372288,False,False,False,False
read,1738554454775008375,1565552,False,False,False,False
read,1738554454776574176,917840,False,False,False,False
read,1738554454777492146,718033,False,False,False,False
read,1738554454778210257,909153,False,False,False,False
read,1738554454779119790,1086359,False,False,False,False
read,1738554454780206354,650282,False,False,False,False
read,1738554454780856771,559799,False,False,False,False
read,1738554454781416764,693310,False,False,False,False
read,1738554454782110221,1158723,False,False,False,False
read,1738554454783269089,1012090,False,False,False,False
read,1738554454784281390,707324,False,False,False,False
read,1738554454784989043,2751383,False,False,False,False
read,1738554454787740742,2255745,False,False,False,False
read,1738554454789996714,718712,False,False,False,False
read,1738554454790715645,605073,False,False,False,False
read,1738554454791320842,532743,False,False,False,False
read,1738554454791853710,835753,False,False,False,False
read,1738554454792689671,1019958,False,False,False,False
read,1738554454793710005,625702,False,False,False,False
read,1738554454794335959,512631,False,False,False,False
read,1738554454794848718,541537,False,False,False,False
read,1738554454795390483,937159,False,False,False,False
read,1738554454796327766,2539494,False,False,False,False
read,1738554454798867393,574001,False,False,False,False
read,1738554454799441692,1685348,False,False,False,False
read,1738554454801127282,827452,False,False,False,False
read,1738554454801954836,554546,False,False,False,False
read,1738554454802509562,619605,False,False,False,False
read,1738554454803129302,775423,False,False,False,False
read,1738554454803904935,962245,False,False,False,False
read,1738554454804867438,896356,False,False,False,False
read,1738554454805764003,661715,False,False,False,False
read,1738554454806425854,653434,False,False,False,False
read,1738554454807084758,2652567,False,False,False,False
read,1738554454809737605,2211504,False,False,False,False
read,1738554454811949270,530900,False,False,False,False
read,1738554454812480365,564283,False,False,False,False
read,1738554454813044893,542105,False,False,False,False
read,1738554454813587388,796846,False,False,False,False
read,1738554454814384380,809468,False,False,False,False
read,1738554454815194019,577719,False,False,False,False
read,1738554454815771967,622533,False,False,False,False
read,1738554454816394656,612274,False,False,False,False
read,1738554454817007056,501247,False,False,False,False
read,1738554454817508447,614625,False,False,False,False
read,1738554454818123330,1199401,False,False,False,False
read,1738554454819323004,1181206,False,False,False,False
read,1738554454820504473,513226,False,False,False,False
read,1738554454821017832,484113,False,False,False,False
read,1738554454821502067,672258,False,False,False,False
read,1738554454822174457,671747,False,False,False,False
read,1738554454822846338,1906747,False,False,False,False
read,1738554454824753218,570378,False,False,False,False
read,1738554454825323818,566821,False,False,False,False
read,1738554454825890849,1244816,False,False,False,False
read,1738554454827135883,3027779,False,False,False,False
read,1738554454830163894,642954,False,False,False,False
read,1738554454830806959,471211,False,False,False,False
read,1738554454831279697,705828,False,False,False,False
read,1738554454831985728,807453,False,False,False,False
read,1738554454832793610,728225,False,False,False,False
read,1738554454833521943,981470,False,False,False,False
read,1738554454834503559,3283197,False,False,False,False
read,1738554454837786913,3106505,False,False,False,False
read,1738554454840893547,621642,False,False,False,False
read,1738554454841515428,633226,False,False,False,False
read,1738554454842148908,811602,False,False,False,False
read,1738554454842960702,797654,False,False,False,False
read,1738554454843758480,582469,False,False,False,False
read,1738554454844341185,875856,False,False,False,False
read,1738554454845217217,863243,False,False,False,False
read,1738554454846080974,423671,False,False,False,False
read,1738554454846504778,616856,False,False,False,False
read,1738554454847121854,553620,False,False,False,False
read,1738554454847675679,549997,False,False,False,False
read,1738554454848225863,479838,False,False,False,False
read,1738554454848705841,2360391,False,False,False,False
read,1738554454851066471,488349,False,False,False,False
read,1738554454851554947,407015,False,False,False,False
read,1738554454851962081,424069,False,False,False,False
read,1738554454852386250,581494,False,False,False,False
read,1738554454852967953,1871307,False,False,False,False
read,1738554454854839391,708354,False,False,False,False
read,1738554454855547919,631376,False,False,False,False
read,1738554454856179485,527467,False,False,False,False
read,1738554454856707200,509935,False,False,False,False
read,1738554454857217264,503538,False,False,False,False
read,1738554454857721011,2028732,False,False,False,False
read,1738554454859749874,551161,False,False,False,False
read,1738554454860301294,544486,False,False,False,False
read,1738554454860845936,696851,False,False,False,False
read,1738554454861542910,741677,False,False,False,False
read,1738554454862284893,1189596,False,False,False,False
read,1738554454863474772,531700,False,False,False,False
read,1738554454864006665,478273,False,False,False,False
read,1738554454864508023,569388,False,False,False,False
read,1738554454865077516,2498937,False,False,False,False
read,1738554454867576677,680728,False,False,False,False
read,1738554454868257570,596356,False,False,False,False
read,1738554454868854174,470554,False,False,False,False
read,1738554454869324892,3506702,False,False,False,False
read,1738554454872831816,595206,False,False,False,False
read,1738554454873427207,441485,False,False,False,False
read,1738554454873868824,841052,False,False,False,False
read,1738554454874710078,956015,False,False,False,False
read,1738554454875666312,1110890,False,False,False,False
read,1738554454876777330,567782,False,False,False,False
read,1738554454877345245,237351,False,False,False,False
read,1738554454877582725,563212,False,False,False,False
read,1738554454878146168,690964,False,False,False,False
read,1738554454878837356,445431,False,False,False,False
read,1738554454879283021,623780,False,False,False,False
read,1738554454879907040,707258,False,False,False,False
read,1738554454880614673,442666,False,False,False,False
read,1738554454881057489,665182,False,False,False,False
read,1738554454881722812,1769584,False,False,False,False
read,1738554454883492787,1347680,False,False,False,False
read,1738554454884840709,520396,False,False,False,False
read,1738554454885361258,501025,False,False,False,False
read,1738554454885862445,1448312,False,False,False,False
read,1738554454887310911,1188710,False,False,False,False
read,1738554454888499845,1109561,False,False,False,False
read,1738554454889609650,710623,False,False,False,False
read,1738554454890320588,591553,False,False,False,False
read,1738554454890912423,1604170,False,False,False,False
read,1738554454892516815,789424,False,False,False,False
read,1738554454893306396,654074,False,False,False,False
read,1738554454893960631,488948,False,False,False,False
read,1738554454894449722,1696326,False,False,False,False
read,1738554454896146275,550077,False,False,False,False
read,1738554454896696656,575753,False,False,False,False
read,1738554454897272709,503850,False,False,False,False
read,1738554454897776695,360359,False,False,False,False
read,1738554454898137294,595637,False,False,False,False
read,1738554454898733328,964977,False,False,False,False
read,1738554454899698441,1044075,False,False,False,False
read,1738554454900742659,530800,False,False,False,False
read,1738554454901273711,563784,False,False,False,False
read,1738554454901837607,755651,False,False,False,False
read,1738554454902593492,4207248,False,False,False,False
read,1738554454906800904,349892,False,False,False,False
read,1738554454907155945,1055580,False,False,False,False
read,1738554454908211703,594918,False,False,False,False
read,1738554454908806792,553035,False,False,False,False
read,1738554454909359967,717955,False,False,False,False
read,1738554454910078152,697306,False,False,False,False
read,1738554454910775596,458207,False,False,False,False
read,1738554454911233998,454194,False,False,False,False
read,1738554454911688370,598599,False,False,False,False
read,1738554454912287078,489850,False,False,False,False
read,1738554454912777038,928569,False,False,False,False
read,1738554454913705756,983782,False,False,False,False
read,1738554454914689677,540821,False,False,False,False
read,1738554454915230714,514694,False,False,False,False
read,1738554454915745542,1130789,False,False,False,False
read,1738554454916876511,859133,False,False,False,False
read,1738554454917735826,804042,False,False,False,False
read,1738554454918540089,833072,False,False,False,False
read,1738554454919373379,601552,False,False,False,False
read,1738554454919975178,369670,False,False,False,False
read,1738554454920344979,935832,False,False,False,False
read,1738554454921281033,738137,False,False,False,False
read,1738554454922019301,610164,False,False,False,False
read,1738554454922629606,1637905,False,False,False,False
read,1738554454924267646,892854,False,False,False,False
read,1738554454925160747,672631,False,False,False,False
read,1738554454925833526,645229,False,False,False,False
read,1738554454926478892,556363,False,False,False,False
read,1738554454927035383,488978,False,False,False,False
read,1738554454927524572,656698,False,False,False,False
read,1738554454928181427,710654,False,False,False,False
read,1738554454928892209,1688682,False,False,False,False
read,1738554454930581023,496764,False,False,False,False
read,1738554454931078011,961972,False,False,False,False
read,1738554454932040126,1179974,False,False,False,False
read,1738554454933220242,527372,False,False,False,False
read,1738554454933747735,673549,False,False,False,False
read,1738554454934421725,635452,False,False,False,False
read,1738554454935057296,2677319,False,False,False,False
read,1738554454937735137,1076115,False,False,False,False
read,1738554454938811371,722097,False,False,False,False
read,1738554454939533615,517321,False,False,False,False
read,1738554454940051143,558869,False,False,False,False
read,1738554454940610197,799568,False,False,False,False
read,1738554454941409854,884648,False,False,False,False
read,1738554454942294624,697847,False,False,False,False
read,1738554454942992584,487358,False,False,False,False
read,1738554454943480073,1051969,False,False,False,False
read,1738554454944532182,528818,False,False,False,False
read,1738554454945061207,1788503,False,False,False,False
read,1738554454946850316,1111814,False,False,False,False
read,1738554454947962483,341965,False,False,False,False
read,1738554454948304596,781356,False,False,False,False
read,1738554454949086233,763586,False,False,False,False
read,1738554454949849962,637908,False,False,False,False
read,1738554454950488012,415596,False,False,False,False
read,1738554454950903743,580566,False,False,False,False
read,1738554454951484446,426206,False,False,False,False
read,1738554454951910840,525719,False,False,False,False
read,1738554454952436690,376537,False,False,False,False
read,1738554454952813421,497078,False,False,False,False
read,1738554454953310727,3213992,False,False,False,False
read,1738554454956525063,331482,False,False,False,False
read,1738554454956856763,765735,False,False,False,False
read,1738554454957622841,564165,False,False,False,False
read,1738554454958187275,568808,False,False,False,False
read,1738554454958756406,393409,False,False,False,False
read,1738554454959150038,458169,False,False,False,False
read,1738554454959608513,641216,False,False,False,False
read,1738554454960249977,481652,False,False,False,False
read,1738554454960731782,717846,False,False,False,False
read,1738554454961449794,685194,False,False,False,False
read,1738554454962135141,1193739,False,False,False,False
read,1738554454963329181,1186172,False,False,False,False
read,1738554454964515651,664488,False,False,False,False
read,1738554454965180542,485725,False,False,False,False
read,1738554454965666597,616895,False,False,False,False
read,1738554454966283730,505853,False,False,False,False
read,1738554454966789831,484493,False,False,False,False
read,1738554454967274426,1026498,False,False,False,False
read,1738554454968301144,895446,False,False,False,False
read,1738554454969196834,570502,False,False,False,False
read,1738554454969767468,543409,False,False,False,False
read,1738554454970311057,926783,False,False,False,False
read,1738554454971237984,738939,False,False,False,False
read,1738554454971977151,599720,False,False,False,False
read,1738554454972577381,656555,False,False,False,False
read,1738554454973234081,546303,False,False,False,False
read,1738554454973780531,652256,False,False,False,False
read,1738554454974433035,3609035,False,False,False,False
read,1738554454978042318,1294329,False,False,False,False
read,1738554454979336795,921298,False,False,False,False
read,1738554454980258246,534476,False,False,False,False
read,1738554454980792999,526371,False,False,False,False
read,1738554454981319475,982615,False,False,False,False
read,1738554454982302262,407180,False,False,False,False
read,1738554454982709576,678408,False,False,False,False
read,1738554454983388263,1802001,False,False,False,False
read,1738554454985190500,614484,False,False,False,False
read,1738554454985805230,2205798,False,False,False,False
read,1738554454988011259,515990,False,False,False,False
read,1738554454988527632,666139,False,False,False,False
read,1738554454989193933,573926,False,False,False,False
read,1738554454989768010,880059,False,False,False,False
read,1738554454990648199,453896,False,False,False,False
read,1738554454991102332,537506,False,False,False,False
read,1738554454991640095,438303,False,False,False,False
read,1738554454992078762,661799,False,False,False,False
read,1738554454992740850,1120834,False,False,False,False
read,1738554454993861901,737904,False,False,False,False
read,1738554454994600029,1228729,False,False,False,False
read,1738554454995829023,2912692,False,False,False,False
read,1738554454998742106,380423,False,False,False,False
read,1738554454999122879,584761,False,False,False,False
read,1738554454999707794,577075,False,False,False,False
read,1738554455000285070,738530,False,False,False,False
read,1738554455001023902,1488851,False,False,False,False
read,1738554455002512905,1439752,False,False,False,False
read,1738554455003952811,533514,False,False,False,False
read,1738554455004486459,879228,False,False,False,False
read,1738554455005365821,855891,False,False,False,False
read,1738554455006221933,1230760,False,False,False,False
read,1738554455007452844,538564,False,False,False,False
read,1738554455007991547,513813,False,False,False,False
read,1738554455008505511,485051,False,False,False,False
read,1738554455008990799,1328540,False,False,False,False
read,1738554455010319615,2493529,False,False,False,False
read,1738554455012813392,643668,False,False,False,False
read,1738554455013457211,541685,False,False,False,False
read,1738554455013999303,822720,False,False,False,False
read,1738554455014822287,592529,False,False,False,False
read,1738554455015415040,502185,False,False,False,False
read,1738554455015917443,3485945,False,False,False,False
read,1738554455019403661,1014162,False,False,False,False
read,1738554455020418083,806624,False,False,False,False
read,1738554455021225003,629237,False,False,False,False
read,1738554455021854384,490602,False,False,False,False
read,1738554455022345222,595232,False,False,False,False
read,1738554455022940704,617959,False,False,False,False
read,1738554455023558959,1364259,False,False,False,False
read,1738554455024923361,773212,False,False,False,False
read,1738554455025696824,649355,False,False,False,False
read,1738554455026346314,545246,False,False,False,False
read,1738554455026891690,794023,False,False,False,False
read,1738554455027685849,915195,False,False,False,False
read,1738554455028601271,2136224,False,False,False,False
read,1738554455030737738,762854,False,False,False,False
read,1738554455031500841,801443,False,False,False,False
read,1738554455032302416,575271,False,False,False,False
read,1738554455032877908,464080,False,False,False,False
read,1738554455033342144,591675,False,False,False,False
read,1738554455033933966,928440,False,False,False,False
read,1738554455034862562,1090815,False,False,False,False
read,1738554455035953611,522378,False,False,False,False
read,1738554455036476124,601779,False,False,False,False
read,1738554455037078030,936000,False,False,False,False
read,1738554455038014241,808164,False,False,False,False
read,1738554455038822630,662030,False,False,False,False
read,1738554455039484787,578568,False,False,False,False
read,1738554455040063526,1002080,False,False,False,False
read,1738554455041065770,493697,False,False,False,False
read,1738554455041559704,519419,False,False,False,False
read,1738554455042079262,530185,False,False,False,False
read,1738554455042609601,437529,False,False,False,False
read,1738554455043047217,1713043,False,False,False,False
read,1738554455044760487,907170,False,False,False,False
read,1738554455045667964,690959,False,False,False,False
read,1738554455046359051,3372498,False,False,False,False
read,1738554455049731916,1054320,False,False,False,False
read,1738554455050786441,637583,False,False,False,False
read,1738554455051424185,873835,False,False,False,False
read,1738554455052298232,796075,False,False,False,False
read,1738554455053094431,497587,False,False,False,False
read,1738554455053592223,633225,False,False,False,False
read,1738554455054225608,613785,False,False,False,False
read,1738554455054839583,849721,False,False,False,False
read,1738554455055689439,944675,False,False,False,False
read,1738554455056634240,587983,False,False,False,False
read,1738554455057222369,651043,False,False,False,False
read,1738554455057873565,635922,False,False,False,False
read,1738554455058509631,1755900,False,False,False,False
read,1738554455060265839,462059,False,False,False,False
read,1738554455060728029,447766,False,False,False,False
read,1738554455061175948,451258,False,False,False,False
read,1738554455061627371,571482,False,False,False,False
read,1738554455062199093,1133930,False,False,False,False
read,1738554455063333262,1655444,False,False,False,False
read,1738554455064988923,728069,False,False,False,False
read,1738554455065717260,545572,False,False,False,False
read,1738554455066263069,487123,False,False,False,False
read,1738554455066750348,762542,False,False,False,False
read,1738554455067513111,769885,False,False,False,False
read,1738554455068283480,541428,False,False,False,False
read,1738554455068825126,592822,False,False,False,False
read,1738554455069418017,493646,False,False,False,False
read,1738554455069911825,908915,False,False,False,False
read,1738554455070831032,1220286,False,False,False,False
read,1738554455072051590,665620,False,False,False,False
read,1738554455072717326,821814,False,False,False,False
read,1738554455073539287,534449,False,False,False,False
read,1738554455074073850,1254757,False,False,False,False
read,1738554455075328880,553234,False,False,False,False
read,1738554455075882214,509548,False,False,False,False
read,1738554455076392004,487196,False,False,False,False
read,1738554455076879323,505696,False,False,False,False
read,1738554455077385260,566893,False,False,False,False
read,1738554455077952272,1052126,False,False,False,False
read,1738554455079004534,3377479,False,False,False,False
read,1738554455082382134,901064,False,False,False,False
read,1738554455083283445,738286,False,False,False,False
read,1738554455084021857,759952,False,False,False,False
read,1738554455084782007,543126,False,False,False,False
read,1738554455085325267,134618,False,False,False,False
read,1738554455085460032,437391,False,False,False,False
read,1738554455085897713,578021,False,False,False,False
read,1738554455086475955,1003251,False,False,False,False
read,1738554455087479436,808233,False,False,False,False
read,1738554455088287787,617987,False,False,False,False
read,1738554455088906047,660957,False,False,False,False
read,1738554455089567125,985852,False,False,False,False
read,1738554455090553112,864408,False,False,False,False
read,1738554455091417765,677824,False,False,False,False
read,1738554455092095729,844647,False,False,False,False
read,1738554455092940489,569705,False,False,False,False
read,1738554455093510307,479307,False,False,False,False
read,1738554455093989710,962450,False,False,False,False
read,1738554455094952239,1097249,False,False,False,False
read,1738554455096049602,632256,False,False,False,False
read,1738554455096682006,522668,False,False,False,False
read,1738554455097204753,848433,False,False,False,False
read,1738554455098055024,1016852,False,False,False,False
read,1738554455099072018,458850,False,False,False,False
read,1738554455099531064,425190,False,False,False,False
read,1738554455099956444,462695,False,False,False,False
read,1738554455100419413,769326,False,False,False,False
read,1738554455101188896,674170,False,False,False,False
read,1738554455101863197,474670,False,False,False,False
read,1738554455102338015,525966,False,False,False,False
read,1738554455102864162,580216,False,False,False,False
read,1738554455103444548,489051,False,False,False,False
read,1738554455103933741,819815,False,False,False,False
read,1738554455104753799,742389,False,False,False,False
read,1738554455105496341,493664,False,False,False,False
read,1738554455105990152,564168,False,False,False,False
read,1738554455106554437,592301,False,False,False,False
read,1738554455107146975,911191,False,False,False,False
read,1738554455108058268,1009586,False,False,False,False
read,1738554455109067972,669087,False,False,False,False
read,1738554455109737151,480644,False,False,False,False
read,1738554455110217949,908845,False,False,False,False
read,1738554455111126941,1346101,False,False,False,False
read,1738554455112473480,678785,False,False,False,False
read,1738554455113152394,3232664,False,False,False,False
read,1738554455116385411,519756,False,False,False,False
read,1738554455116905303,568221,False,False,False,False
read,1738554455117473654,449527,False,False,False,False
read,1738554455117923321,594974,False,False,False,False
read,1738554455118518468,600090,False,False,False,False
read,1738554455119118762,819590,False,False,False,False
read,1738554455119938525,707542,False,False,False,False
read,1738554455120646576,2717694,False,False,False,False
read,1738554455123364513,492221,False,False,False,False
read,1738554455123856890,3667910,False,False,False,False
read,1738554455127524944,1075045,False,False,False,False
read,1738554455128600157,491328,False,False,False,False
read,1738554455129091716,607698,False,False,False,False
read,1738554455129699583,547634,False,False,False,False
read,1738554455130247355,398842,False,False,False,False
read,1738554455130646332,660944,False,False,False,False
read,1738554455131307496,704754,False,False,False,False
read,1738554455132012379,982567,False,False,False,False
read,1738554455132995083,777419,False,False,False,False
read,1738554455133772641,621963,False,False,False,False
read,1738554455134394818,3503061,False,False,False,False
read,1738554455137898117,850056,False,False,False,False
read,1738554455138748462,984250,False,False,False,False
read,1738554455139732960,475961,False,False,False,False
read,1738554455140209160,515800,False,False,False,False
read,1738554455140725125,1139789,False,False,False,False
read,1738554455141865048,760110,False,False,False,False
read,1738554455142625366,604673,False,False,False,False
read,1738554455143230439,469547,False,False,False,False
read,1738554455143700249,1610495,False,False,False,False
read,1738554455145310878,1008106,False,False,False,False
read,1738554455146319151,1348906,False,False,False,False
read,1738554455147668331,751069,False,False,False,False
read,1738554455148419566,861593,False,False,False,False
read,1738554455149281299,1099074,False,False,False,False
read,1738554455150380514,566986,False,False,False,False
read,1738554455150947729,497429,False,False,False,False
read,1738554455151445310,469578,False,False,False,False
read,1738554455151915073,660752,False,False,False,False
read,1738554455152575965,550847,False,False,False,False
read,1738554455153127059,1086904,False,False,False,False
read,1738554455154214192,929998,False,False,False,False
read,1738554455155144341,643872,False,False,False,False
read,1738554455155788356,1190778,False,False,False,False
read,1738554455156979380,777238,False,False,False,False
read,1738554455157756756,749892,False,False,False,False
read,1738554455158506789,1899143,False,False,False,False
read,1738554455160406082,437284,False,False,False,False
read,1738554455160843573,1040109,False,False,False,False
read,1738554455161883819,973747,False,False,False,False
read,1738554455162857752,1052060,False,False,False,False
read,1738554455163910252,1704868,False,False,False,False
read,1738554455165615343,846207,False,False,False,False
read,1738554455166461737,811521,False,False,False,False
read,1738554455167273474,555832,False,False,False,False
read,1738554455167829443,325312,False,False,False,False
read,1738554455168154875,425235,False,False,False,False
read,1738554455168580334,1672640,False,False,False,False
read,1738554455170253221,581803,False,False,False,False
read,1738554455170835167,567635,False,False,False,False
read,1738554455171403029,490793,False,False,False,False
read,1738554455171893986,1058649,False,False,False,False
read,1738554455172952781,806456,False,False,False,False
read,1738554455173759386,812388,False,False,False,False
read,1738554455174571996,587688,False,False,False,False
read,1738554455175159858,368958,False,False,False,False
read,1738554455175543185,534136,False,False,False,False
read,1738554455176077472,1948300,False,False,False,False
read,1738554455178025887,919489,False,False,False,False
read,1738554455178945524,558743,False,False,False,False
read,1738554455179504474,522580,False,False,False,False
read,1738554455180027396,1141247,False,False,False,False
read,1738554455181168847,1000565,False,False,False,False
read,1738554455182169613,529686,False,False,False,False
read,1738554455182699476,1227377,False,False,False,False
read,1738554455183926999,951712,False,False,False,False
read,1738554455184878845,1099439,False,False,False,False
read,1738554455185978446,861797,False,False,False,False
read,1738554455186840352,497114,False,False,False,False
read,1738554455187337566,789511,False,False,False,False
read,1738554455188127449,805007,False,False,False,False
read,1738554455188932537,1177383,False,False,False,False
read,1738554455190110023,779301,False,False,False,False
read,1738554455190889439,559537,False,False,False,False
read,1738554455191449076,1316369,False,False,False,False
read,1738554455192765638,952018,False,False,False,False
read,1738554455193717754,663881,False,False,False,False
read,1738554455194381733,482497,False,False,False,False
read,1738554455194864443,1104846,False,False,False,False
read,1738554455195969617,1311102,False,False,False,False
read,1738554455197280921,989500,False,False,False,False
read,1738554455198270557,504228,False,False,False,False
read,1738554455198775005,503781,False,False,False,False
read,1738554455199323771,624110,False,False,False,False
read,1738554455199948014,834691,False,False,False,False
read,1738554455200782805,1093959,False,False,False,False
read,1738554455201876994,724596,False,False,False,False
read,1738554455202601748,437479,False,False,False,False
read,1738554455203039356,585618,False,False,False,False
read,1738554455203625149,618082,False,False,False,False
read,1738554455204243465,1214523,False,False,False,False
read,1738554455205458229,777411,False,False,False,False
read,1738554455206235736,607770,False,False,False,False
read,1738554455206843614,465486,False,False,False,False
read,1738554455207309197,731533,False,False,False,False
read,1738554455208040884,939378,False,False,False,False
read,1738554455208980485,880903,False,False,False,False
read,1738554455209861736,880686,False,False,False,False
read,1738554455210742749,625320,False,False,False,False
read,1738554455211368325,1086458,False,False,False,False
read,1738554455212455039,805186,False,False,False,False
read,1738554455213260389,714358,False,False,False,False
read,1738554455213974917,744644,False,False,False,False
read,1738554455214719737,518201,False,False,False,False
read,1738554455215238030,538438,False,False,False,False
read,1738554455215776610,614118,False,False,False,False
read,1738554455216390927,839285,False,False,False,False
read,1738554455217230337,731425,False,False,False,False
read,1738554455217962108,458118,False,False,False,False
read,1738554455218420376,527158,False,False,False,False
read,1738554455218947632,557159,False,False,False,False
read,1738554455219504880,872236,False,False,False,False
read,1738554455220377402,972973,False,False,False,False
