quorumCheckOnRead,ongaroLeaseEnabled,leaseGuardEnabled,deferCommitEnabled,inheritLeaseEnabled,write_ratio,reads,writes,opsPerSec_read,opsPerSec_write,p50latencyNanos_read,p50latencyNanos_write,total_ops_per_sec,combined_p50_ms
False,False,False,False,False,0.25,787500,262500,41195.56666666667,13729.279999999999,368203.0,6540708.666666667,54924.84666666667,1.9111123341590268
False,False,False,False,False,0.25,843750,281250,44663.23333333334,14884.506666666666,507477.0,6952746.666666667,59547.740000000005,2.1185315811136483
False,False,False,False,False,0.25,900000,300000,46655.86666666667,15545.699999999999,676394.3333333334,7446310.333333333,62201.566666666666,2.3683627000657896
False,False,True,True,True,0.25,56250,18750,3393.9300000000003,781.2266666666666,74564.66666666667,2714720.3333333335,4175.156666666667,0.5685724789765707
False,False,True,True,True,0.25,112500,37500,7030.59,2343.5366666666664,66044.0,4463258.333333333,9374.126666666667,1.165349928732798
False,False,True,True,True,0.25,168750,56250,10546.666666666666,3515.5733333333337,87864.33333333333,4591127.666666667,14062.24,1.2136844365064015
False,False,True,True,True,0.25,225000,75000,14062.133333333333,4687.349999999999,99871.66666666667,4709463.666666667,18749.483333333334,1.2522645447566407
False,False,True,True,True,0.25,281250,93750,17577.600000000002,5859.170000000001,114940.33333333333,4859187.0,23436.770000000004,1.3009974453813387
False,False,True,True,True,0.25,337500,112500,21093.2,7031.053333333333,123448.0,5028353.666666667,28124.253333333334,1.349672672653907
False,False,True,True,True,0.25,393750,131250,24608.63333333333,8202.9,135416.66666666666,5153031.666666667,32811.53333333333,1.3898229653715937
False,False,True,True,True,0.25,450000,150000,28124.13333333333,9374.653333333334,157331.0,5323563.0,37498.78666666667,1.4488830299387465
False,False,True,True,True,0.25,506250,168750,31636.7,10545.133333333333,164976.66666666666,5499927.0,42181.833333333336,1.4986731456021745
False,False,True,True,True,0.25,562500,187500,35155.53333333333,11718.233333333332,186510.66666666666,5694348.0,46873.76666666666,1.563445520078869
False,False,True,True,True,0.25,618750,206250,38670.73333333334,12890.1,222859.0,5829614.333333333,51560.833333333336,1.6245360531029687
False,False,True,True,True,0.25,675000,225000,42185.86666666667,14062.033333333333,319424.6666666667,6059259.666666667,56247.9,1.7543893693103803
False,False,True,True,True,0.25,731250,243750,45702.63333333333,15233.766666666668,599454.3333333334,6456814.333333333,60936.4,2.063762292495126
False,False,True,True,True,0.25,787500,262500,39061.76666666666,13017.196666666665,317106138.6666667,323883766.0,52078.963333333326,318.8002143986793
False,False,True,True,True,0.25,843750,281250,28623.266666666666,9532.096666666666,1633667802.6666667,1640046500.3333333,38155.363333333335,1635.261349614049
False,False,True,True,True,0.25,900000,300000,27112.8,9029.410000000002,2163635590.0,2168290402.0,36142.21,2164.798501897776
False,True,False,False,False,0.25,56250,18750,3415.4500000000003,1138.2766666666666,64334.333333333336,4057411.3333333335,4553.726666666667,1.062467666757679
False,True,False,False,False,0.25,112500,37500,7030.983333333334,2343.6766666666667,67463.33333333333,4461257.333333333,9374.66,1.1659173013641742
False,True,False,False,False,0.25,168750,56250,9180.796666666667,3059.5766666666664,90612.66666666667,4601425.333333333,12240.373333333333,1.2181254317433672
False,True,False,False,False,0.25,225000,75000,8815.093333333332,2645.2533333333336,108493.66666666667,3153413.6666666665,11460.346666666666,0.8113157552131446
False,True,False,False,False,0.25,281250,93750,16873.899999999998,5622.516666666666,120677.66666666667,4883981.333333333,22496.416666666664,1.3111674522648669
False,True,False,False,False,0.25,337500,112500,18186.033333333333,6061.32,126717.0,4983715.0,24247.353333333333,1.340862672422255
False,True,False,False,False,0.25,393750,131250,20682.733333333334,6892.323333333334,148632.0,5172731.0,27575.056666666667,1.404394234154732
False,True,False,False,False,0.25,450000,150000,20373.2,6248.753333333333,146905.0,3546434.6666666665,26621.953333333335,0.9448487898627356
False,True,False,False,False,0.25,506250,168750,27888.3,9295.199999999999,165792.66666666666,5489449.333333333,37183.5,1.496610191859292
False,True,False,False,False,0.25,562500,187500,20408.736666666668,6245.906666666667,161089.0,3750260.6666666665,26654.643333333333,1.002129375603517
False,True,False,False,False,0.25,618750,206250,31028.5,10341.366666666667,205348.0,5836607.666666667,41369.86666666667,1.6130131848417313
False,True,False,False,False,0.25,675000,225000,39759.86666666667,13244.566666666666,236462.0,6104507.333333333,53004.433333333334,1.7027491147323313
False,True,False,False,False,0.25,731250,243750,30066.426666666666,9804.4,285745.6666666667,4140396.6666666665,39870.82666666667,1.2336201760255563
False,True,False,False,False,0.25,787500,262500,47439.200000000004,15614.033333333333,364372.0,6528365.0,63053.23333333334,1.8907773416520535
False,True,False,False,False,0.25,843750,281250,36289.833333333336,12090.883333333333,549910.6666666666,7086261.0,48380.71666666667,2.183417872660124
False,True,False,False,False,0.25,900000,300000,56248.46666666667,18748.766666666666,630446.3333333334,7332668.666666667,74997.23333333334,2.3059535099419226
True,False,False,False,False,0.25,56250,18750,3515.4933333333333,1171.84,1486723.6666666667,4393811.333333333,4687.333333333333,2.2134997180050253
True,False,False,False,False,0.25,112500,37500,6101.133333333334,2033.7233333333334,1147287202.6666667,1150532234.3333333,8134.8566666666675,1148.0984642399587
True,False,False,False,False,0.25,168750,56250,8431.583333333334,2810.5466666666666,1647205108.6666667,1650475578.6666667,11242.130000000001,1648.0227302879193
True,False,False,False,False,0.25,225000,75000,10775.856666666667,3591.9300000000003,1894341056.6666667,1897823665.6666667,14367.786666666667,1895.211704876832
True,False,False,False,False,0.25,281250,93750,13115.179999999998,4371.693333333334,2055018781.0,2058598299.3333333,17486.873333333333,2055.913655465897
True,False,False,False,False,0.25,337500,112500,15467.316666666666,5155.756666666667,2157771185.0,2161064402.6666665,20623.073333333334,2158.5944875536625
True,False,False,False,False,0.25,393750,131250,17804.773333333334,5934.98,2234408703.3333335,2238350495.0,23739.753333333334,2235.394158168409
True,False,False,False,False,0.25,450000,150000,11503.31,3834.4036666666666,3900277389.3333335,3901940189.6666665,15337.713666666667,3900.6930867334568
True,False,False,False,False,0.25,506250,168750,22496.393333333337,7498.716666666667,2308516375.0,2312620888.3333335,29995.110000000004,2309.5424950089355
True,False,False,False,False,0.25,562500,187500,24838.193333333333,8279.123333333333,2365622209.0,2369250167.6666665,33117.316666666666,2366.5291761178946
True,False,False,False,False,0.25,618750,206250,27171.906666666666,9057.246666666668,2392404176.0,2396522125.0,36229.153333333335,2393.4336585140013
True,False,False,False,False,0.25,675000,225000,2826.6366666666668,942.2536666666666,5807496287.333333,5807416124.0,3768.8903333333333,5807.476245838865
True,False,False,False,False,0.25,731250,243750,19929.829999999998,6654.683333333333,2435972238.0,2440184381.0,26584.513333333332,2437.0266292340334
True,False,False,False,False,0.25,787500,262500,3136.2033333333334,1045.3216666666667,6012107666.666667,6011204128.333333,4181.525,6011.881794958022
True,False,False,False,False,0.25,843750,281250,13593.936666666666,4528.68,4524403140.0,4526525776.666667,18122.61666666667,4524.933567939651
True,False,False,False,False,0.25,900000,300000,15418.523333333333,5136.483333333333,4955945970.666667,4958224705.0,20555.006666666664,4956.515402781872
